央视频道,#genre#
河南卫视,http://bk.myds.me:8899/rtp/239.254.96.28:8142
河南卫视,http://bk.myds.me:8899/rtp/239.69.1.168:10644
河南卫视,http://hiliu.myds.me:18088/rtp/239.254.96.28:8142
河南卫视,http://hiliu.myds.me:18088/rtp/239.69.1.168:10644
河南卫视,http://laopo995mz.gicp.net:88/rtp/239.254.96.28:8142
河南卫视,http://laopo995mz.gicp.net:88/rtp/239.69.1.168:10644
湖北卫视,http://bk.myds.me:8899/rtp/239.254.96.115:8664
湖北卫视,http://bk.myds.me:8899/rtp/239.254.96.1:7980
湖北卫视,http://hiliu.myds.me:18088/rtp/239.254.96.115:8664
湖北卫视,http://hiliu.myds.me:18088/rtp/239.254.96.1:7980
湖北卫视,http://laopo995mz.gicp.net:88/rtp/239.254.96.115:8664
湖北卫视,http://laopo995mz.gicp.net:88/rtp/239.254.96.1:7980
江西卫视,http://bk.myds.me:8899/rtp/239.254.96.27:8136
江西卫视,http://bk.myds.me:8899/rtp/239.69.1.126:10394
江西卫视,http://hiliu.myds.me:18088/rtp/239.254.96.27:8136
江西卫视,http://hiliu.myds.me:18088/rtp/239.69.1.126:10394
江西卫视,http://laopo995mz.gicp.net:88/rtp/239.254.96.27:8136
江西卫视,http://laopo995mz.gicp.net:88/rtp/239.69.1.126:10394
吉林卫视,http://bk.myds.me:8899/rtp/239.254.96.91:8520
吉林卫视,http://hiliu.myds.me:18088/rtp/239.254.96.91:8520
吉林卫视,http://laopo995mz.gicp.net:88/rtp/239.254.96.91:8520
内蒙古卫视,http://bk.myds.me:8899/rtp/239.254.96.41:8220
内蒙古卫视,http://hiliu.myds.me:18088/rtp/239.254.96.41:8220
内蒙古卫视,http://laopo995mz.gicp.net:88/rtp/239.254.96.41:8220
宁夏卫视,http://bk.myds.me:8899/rtp/239.254.96.97:8556
宁夏卫视,http://hiliu.myds.me:18088/rtp/239.254.96.97:8556
宁夏卫视,http://laopo995mz.gicp.net:88/rtp/239.254.96.97:8556
山���卫视,http://bk.myds.me:8899/rtp/239.254.96.93:8532
山���卫视,http://hiliu.myds.me:18088/rtp/239.254.96.93:8532
山���卫视,http://laopo995mz.gicp.net:88/rtp/239.254.96.93:8532
陕西卫视,http://bk.myds.me:8899/rtp/239.254.96.186:9196
陕西卫视,http://hiliu.myds.me:18088/rtp/239.254.96.186:9196
陕西卫视,http://laopo995mz.gicp.net:88/rtp/239.254.96.186:9196
四川卫视,http://bk.myds.me:8899/rtp/239.254.96.90:8514
四川卫视,http://bk.myds.me:8899/rtp/239.69.1.169:10650
四川卫视,http://bk.myds.me:8899/rtp/239.69.2.39:11388
四川卫视,http://hiliu.myds.me:18088/rtp/239.254.96.90:8514
四川卫视,http://hiliu.myds.me:18088/rtp/239.69.1.169:10650
四川卫视,http://hiliu.myds.me:18088/rtp/239.69.2.39:11388
四川卫视,http://laopo995mz.gicp.net:88/rtp/239.254.96.90:8514
四川卫视,http://laopo995mz.gicp.net:88/rtp/239.69.1.169:10650
四川卫视,http://laopo995mz.gicp.net:88/rtp/239.69.2.39:11388
新疆卫视,http://bk.myds.me:8899/rtp/239.254.96.47:8256
新疆卫视,http://hiliu.myds.me:18088/rtp/239.254.96.47:8256
新疆卫视,http://laopo995mz.gicp.net:88/rtp/239.254.96.47:8256
云南卫视,http://bk.myds.me:8899/rtp/239.254.96.30:8154
云南卫视,http://hiliu.myds.me:18088/rtp/239.254.96.30:8154
云南卫视,http://laopo995mz.gicp.net:88/rtp/239.254.96.30:8154
青海卫视,http://bk.myds.me:8899/rtp/239.254.96.95:8544
青海卫视,http://hiliu.myds.me:18088/rtp/239.254.96.95:8544
青海卫视,http://laopo995mz.gicp.net:88/rtp/239.254.96.95:8544
西藏卫视,http://bk.myds.me:8899/rtp/239.254.96.35:8184
西藏卫视,http://hiliu.myds.me:18088/rtp/239.254.96.35:8184
西藏卫视,http://laopo995mz.gicp.net:88/rtp/239.254.96.35:8184
兵团卫视,http://bk.myds.me:8899/rtp/239.254.96.48:8262
兵团卫视,http://hiliu.myds.me:18088/rtp/239.254.96.48:8262
兵团卫视,http://laopo995mz.gicp.net:88/rtp/239.254.96.48:8262
三沙卫视,http://bk.myds.me:8899/rtp/239.69.1.171:10662
三沙卫视,http://hiliu.myds.me:18088/rtp/239.69.1.171:10662
三沙卫视,http://laopo995mz.gicp.net:88/rtp/239.69.1.171:10662
卡酷动画,http://bk.myds.me:8899/rtp/239.254.96.188:9208
卡酷动画,http://hiliu.myds.me:18088/rtp/239.254.96.188:9208
卡酷动画,http://laopo995mz.gicp.net:88/rtp/239.254.96.188:9208
金鹰卡通,http://bk.myds.me:8899/rtp/239.254.96.189:9214
金鹰卡通,http://hiliu.myds.me:18088/rtp/239.254.96.189:9214
金鹰卡通,http://laopo995mz.gicp.net:88/rtp/239.254.96.189:9214
数字频道,#genre#
国学频道,http://bk.myds.me:8899/rtp/239.254.96.194:9244
国学频道,http://hiliu.myds.me:18088/rtp/239.254.96.194:9244
国学频道,http://laopo995mz.gicp.net:88/rtp/239.254.96.194:9244
茶频道,http://bk.myds.me:8899/rtp/239.69.1.144:10500
茶频道,http://hiliu.myds.me:18088/rtp/239.69.1.144:10500
茶频道,http://laopo995mz.gicp.net:88/rtp/239.69.1.144:10500
环球奇观,http://bk.myds.me:8899/rtp/239.254.96.192:9232
环球奇观,http://hiliu.myds.me:18088/rtp/239.254.96.192:9232
环球奇观,http://laopo995mz.gicp.net:88/rtp/239.254.96.192:9232
老故事,http://bk.myds.me:8899/rtp/239.69.1.85:10150
老故事,http://hiliu.myds.me:18088/rtp/239.69.1.85:10150
老故事,http://laopo995mz.gicp.net:88/rtp/239.69.1.85:10150
快乐垂钓,http://bk.myds.me:8899/rtp/239.69.1.142:10488
快乐垂钓,http://hiliu.myds.me:18088/rtp/239.69.1.142:10488
快乐垂钓,http://laopo995mz.gicp.net:88/rtp/239.69.1.142:10488
书画频道,http://bk.myds.me:8899/rtp/239.69.1.189:10776
书画频道,http://hiliu.myds.me:18088/rtp/239.69.1.189:10776
书画频道,http://laopo995mz.gicp.net:88/rtp/239.69.1.189:10776
先锋乒羽,http://bk.myds.me:8899/rtp/239.69.1.143:10494
先锋乒羽,http://hiliu.myds.me:18088/rtp/239.69.1.143:10494
先锋乒羽,http://laopo995mz.gicp.net:88/rtp/239.69.1.143:10494
财富天下,http://bk.myds.me:8899/rtp/239.254.96.210:9340
财富天下,http://hiliu.myds.me:18088/rtp/239.254.96.210:9340
财富天下,http://laopo995mz.gicp.net:88/rtp/239.254.96.210:9340
教育频道,#genre#
中国教育1,http://bk.myds.me:8899/rtp/239.69.1.110:10298
